Неделя;2026-W17
Дата;Время;Имя;Возраст;Пол;SessionID;Событие;Экран;Тест;Этап;Действие;Длительность_мс;X;Y;Крен;Значение;Примечание
25.04.2026;22:16:42;цук;33;Мужской;20260425_221642_871332;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;22:16:43;цук;33;Мужской;20260425_221642_871332;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;22:16:44;цук;33;Мужской;20260425_221642_871332;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;22:16:46;цук;33;Мужской;20260425_221642_871332;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;22:16:46;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;22:17:05;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;17885;-475.693;7.17;0.0;1;"axes=X; Scur=1.0000; Ssum=7.1704; lambda=1.5000"
25.04.2026;22:17:07;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;19440;-481.863;8.073;0.0;2;"axes=X; Scur=1.0000; Ssum=8.0728; lambda=1.0000"
25.04.2026;22:17:07;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;19924;475.72;8.073;0.0;3;"axes=X; Scur=1.0000; Ssum=8.0728; lambda=1.0000"
25.04.2026;22:17:12;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;24482;475.832;10.3;0.0;4;"axes=X; Scur=1.0000; Ssum=10.3003; lambda=1.0000"
25.04.2026;22:17:47;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;59729;482.849;20.86;0.0;5;"axes=X; Scur=1.0000; Ssum=20.8598; lambda=2.1667"
25.04.2026;22:17:48;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;60061;-474.193;21.677;0.0;6;"axes=X; Scur=1.0000; Ssum=21.6766; lambda=1.0000"
25.04.2026;22:18:03;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;75638;-473.355;25.739;0.0;7;"axes=X; Scur=1.0000; Ssum=25.7387; lambda=1.5000"
25.04.2026;22:18:03;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;75906;476.045;25.739;0.0;8;"axes=X; Scur=1.0000; Ssum=25.7387; lambda=1.0000"
25.04.2026;22:18:35;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;107723;-472.869;31.18;0.0;9;"axes=X; Scur=1.0000; Ssum=31.1801; lambda=2.0000"
25.04.2026;22:18:36;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;1;crash;108655;477.766;32.752;0.0;10;"axes=X; Scur=1.0000; Ssum=32.7517; lambda=1.0000"
25.04.2026;22:18:47;цук;33;Мужской;20260425_221642_871332;stage_report;method_a;method_a_stage;1;stage_end;120015;2.6677;0.2798;0.9607;10;"axes=X; gamma=0.7202; h=0.2798; tr=0.9607"
25.04.2026;22:18:47;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;22:19:29;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;2;crash;40411;-489.76;11.239;0.0;1;"axes=X,Y; Scur=1.3289; Ssum=11.2385; lambda=3.2998"
25.04.2026;22:19:40;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;2;crash;51297;-6.312;14.503;0.0;2;"axes=X,Y; Scur=1.0000; Ssum=14.5027; lambda=1.8856"
25.04.2026;22:19:42;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;2;crash;53877;484.525;17.412;0.0;3;"axes=X,Y; Scur=1.0073; Ssum=17.4116; lambda=1.4142"
25.04.2026;22:20:33;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;2;crash;105023;-477.574;30.023;0.0;4;"axes=X,Y; Scur=1.0576; Ssum=30.0227; lambda=3.7712"
25.04.2026;22:20:48;цук;33;Мужской;20260425_221642_871332;stage_report;method_a;method_a_stage;2;stage_end;120009;4.423;0.3548;2.4734;4;"axes=X,Y; gamma=0.6452; h=0.3548; tr=2.4734"
25.04.2026;22:20:48;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;22:20:57;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;3;crash;7375;-475.765;2.358;-29.526;1;"axes=X,Y,Z; Scur=1.0408; Ssum=2.3582; lambda=2.0207"
25.04.2026;22:21:51;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;3;crash;61891;309.22;17.737;-14.317;2;"axes=X,Y,Z; Scur=1.1660; Ssum=17.7374; lambda=4.6188"
25.04.2026;22:21:52;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;3;crash;62202;-268.804;17.737;-1.866;3;"axes=X,Y,Z; Scur=1.1120; Ssum=17.7374; lambda=1.7321"
25.04.2026;22:22:39;цук;33;Мужской;20260425_221642_871332;stage_event;method_a;method_a_stage;3;crash;109025;-479.902;28.394;-7.951;4;"axes=X,Y,Z; Scur=1.0006; Ssum=28.3944; lambda=4.3301"
25.04.2026;22:22:49;цук;33;Мужской;20260425_221642_871332;stage_report;method_a;method_a_stage;3;stage_end;120012;5.7609;0.346;3.3909;4;"axes=X,Y,Z; gamma=0.6540; h=0.3460; tr=3.3909"
25.04.2026;22:22:49;цук;33;Мужской;20260425_221642_871332;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_221642_871332.json
25.04.2026;22:22:51;цук;33;Мужской;20260425_221642_871332;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;22:22:55;цук;33;Мужской;20260425_221642_871332;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;22:31:18;34;44;Мужской;20260425_223118_723730;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;22:31:18;34;44;Мужской;20260425_223118_723730;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;22:31:20;34;44;Мужской;20260425_223118_723730;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;22:31:22;34;44;Мужской;20260425_223118_723730;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;22:31:22;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;22:31:52;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;28651;-452.951;3.262;0.0;1;"axes=X; Scur=1.0000; Ssum=3.2619; lambda=1.8333"
25.04.2026;22:31:53;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;29954;-454.182;4.131;0.0;2;"axes=X; Scur=1.0000; Ssum=4.1309; lambda=1.0000"
25.04.2026;22:31:54;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;30908;-445.463;4.506;0.0;3;"axes=X; Scur=1.0000; Ssum=4.5062; lambda=1.0000"
25.04.2026;22:31:55;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;31621;442.875;5.458;0.0;4;"axes=X; Scur=1.0000; Ssum=5.4584; lambda=1.0000"
25.04.2026;22:31:55;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;32085;471.058;6.29;0.0;5;"axes=X; Scur=1.0000; Ssum=6.2896; lambda=1.0000"
25.04.2026;22:31:56;34;44;Мужской;20260425_223118_723730;stage_event;method_a;method_a_stage;1;crash;32550;446.711;7.088;0.0;6;"axes=X; Scur=1.0000; Ssum=7.0880; lambda=1.0000"
25.04.2026;22:32:01;34;44;Мужской;20260425_223118_723730;method_session;method_a;method_a;;aborted;;;;;0;Пользователь закрыл методику или нажал ESC
25.04.2026;22:37:11;ва;44;Мужской;20260425_223711_426394;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;22:37:11;ва;44;Мужской;20260425_223711_426394;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;22:37:12;ва;44;Мужской;20260425_223711_426394;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;22:37:15;ва;44;Мужской;20260425_223711_426394;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;22:37:15;ва;44;Мужской;20260425_223711_426394;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;22:37:48;ва;44;Мужской;20260425_223711_426394;method_session;method_a;method_a;;aborted;;;;;0;Пользователь закрыл методику или нажал ESC
26.04.2026;12:58:05;ыыва;22;Мужской;20260426_125805_432113;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
26.04.2026;12:58:05;ыыва;22;Мужской;20260426_125805_432113;menu_event;test_menu;;;open_menu;;;;;;next=A
26.04.2026;12:58:07;ыыва;22;Мужской;20260426_125805_432113;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
26.04.2026;12:58:09;ыыва;22;Мужской;20260426_125805_432113;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
26.04.2026;12:58:09;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
26.04.2026;12:58:28;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;1;crash;17464;443.802;4.05;0.0;1;"axes=X; Scur=1.0000; Ssum=4.0502; lambda=1.5000"
26.04.2026;12:58:44;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;1;crash;33484;442.877;15.312;0.0;2;"axes=X; Scur=1.0000; Ssum=15.3115; lambda=1.5000"
26.04.2026;12:58:49;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;1;crash;38785;442.422;20.188;0.0;3;"axes=X; Scur=1.0000; Ssum=20.1877; lambda=1.1667"
26.04.2026;12:58:50;ыыва;22;Мужской;20260426_125805_432113;stage_report;method_a;method_a_stage;1;stage_end;40006;2.3246;0.5064;0.8377;3;"axes=X; gamma=0.4936; h=0.5064; tr=0.8377"
26.04.2026;12:58:50;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
26.04.2026;12:58:54;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;2447;-517.634;1.088;0.0;1;"axes=X,Y; Scur=1.0000; Ssum=1.0878; lambda=1.4142"
26.04.2026;12:58:59;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;8047;-221.144;7.326;0.0;2;"axes=X,Y; Scur=1.1035; Ssum=7.3256; lambda=1.6499"
26.04.2026;12:59:07;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;15861;374.079;13.316;0.0;3;"axes=X,Y; Scur=1.3030; Ssum=13.3157; lambda=1.6499"
26.04.2026;12:59:12;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;21161;250.178;20.117;0.0;4;"axes=X,Y; Scur=1.1349; Ssum=20.1167; lambda=1.6499"
26.04.2026;12:59:20;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;28823;457.642;26.361;0.0;5;"axes=X,Y; Scur=1.0009; Ssum=26.3611; lambda=1.6499"
26.04.2026;12:59:20;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;29143;-442.375;26.376;0.0;6;"axes=X,Y; Scur=1.0003; Ssum=26.3755; lambda=1.4142"
26.04.2026;12:59:30;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;2;crash;38330;444.12;30.312;0.0;7;"axes=X,Y; Scur=1.0041; Ssum=30.3125; lambda=1.6499"
26.04.2026;12:59:31;ыыва;22;Мужской;20260426_125805_432113;stage_report;method_a;method_a_stage;2;stage_end;40001;2.9461;0.86;0.2393;7;"axes=X,Y; gamma=0.1400; h=0.8600; tr=0.2393"
26.04.2026;12:59:31;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
26.04.2026;13:00:01;ыыва;22;Мужской;20260426_125805_432113;stage_event;method_a;method_a_stage;3;crash;28206;452.372;8.697;30.284;1;"axes=X,Y,Z; Scur=1.4368; Ssum=8.6965; lambda=3.1754"
26.04.2026;13:00:12;ыыва;22;Мужской;20260426_125805_432113;stage_report;method_a;method_a_stage;3;stage_end;40024;4.5654;0.3567;2.8047;1;"axes=X,Y,Z; gamma=0.6433; h=0.3567; tr=2.8047"
26.04.2026;13:00:12;ыыва;22;Мужской;20260426_125805_432113;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260426_125805_432113.json
26.04.2026;13:00:14;ыыва;22;Мужской;20260426_125805_432113;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
26.04.2026;13:00:17;ыыва;22;Мужской;20260426_125805_432113;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
26.04.2026;13:01:31;ке;55;Мужской;20260426_130131_087279;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=A
26.04.2026;13:01:31;ке;55;Мужской;20260426_130131_087279;menu_event;test_menu;;;open_menu;;;;;;next=B
26.04.2026;13:01:36;ке;55;Мужской;20260426_130131_087279;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
26.04.2026;13:01:40;ке;55;Мужской;20260426_130131_087279;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
26.04.2026;13:01:40;ке;55;Мужской;20260426_130131_087279;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
26.04.2026;13:02:21;ке;55;Мужской;20260426_130131_087279;stage_report;method_a;method_a_stage;1;stage_end;40003;3.1955;0.152;2.7098;0;"axes=X; gamma=0.8480; h=0.1520; tr=2.7098"
26.04.2026;13:02:21;ке;55;Мужской;20260426_130131_087279;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
26.04.2026;13:03:02;ке;55;Мужской;20260426_130131_087279;stage_report;method_a;method_a_stage;2;stage_end;40002;4.5251;0.2161;3.5475;0;"axes=X,Y; gamma=0.7839; h=0.2161; tr=3.5475"
26.04.2026;13:03:02;ке;55;Мужской;20260426_130131_087279;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
26.04.2026;13:03:43;ке;55;Мужской;20260426_130131_087279;stage_report;method_a;method_a_stage;3;stage_end;40014;5.5405;0.2764;4.0091;0;"axes=X,Y,Z; gamma=0.7236; h=0.2764; tr=4.0091"
26.04.2026;13:03:43;ке;55;Мужской;20260426_130131_087279;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260426_130131_087279.json
26.04.2026;13:03:45;ке;55;Мужской;20260426_130131_087279;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
26.04.2026;13:03:48;ке;55;Мужской;20260426_130131_087279;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
26.04.2026;15:47:42;пв;55;Мужской;20260426_154742_674505;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
26.04.2026;15:47:42;пв;55;Мужской;20260426_154742_674505;menu_event;test_menu;;;open_menu;;;;;;next=A
26.04.2026;15:47:45;пв;55;Мужской;20260426_154742_674505;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
26.04.2026;15:47:48;пв;55;Мужской;20260426_154742_674505;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
26.04.2026;15:47:48;пв;55;Мужской;20260426_154742_674505;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
26.04.2026;15:48:29;пв;55;Мужской;20260426_154742_674505;stage_report;method_a;method_a_stage;1;stage_end;40007;3.1994;0.133;2.7737;0;"axes=X; gamma=0.8670; h=0.1330; tr=2.7737"
26.04.2026;15:48:29;пв;55;Мужской;20260426_154742_674505;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
26.04.2026;15:49:10;пв;55;Мужской;20260426_154742_674505;stage_report;method_a;method_a_stage;2;stage_end;40000;4.5254;0.2429;3.4263;0;"axes=X,Y; gamma=0.7571; h=0.2429; tr=3.4263"
26.04.2026;15:49:10;пв;55;Мужской;20260426_154742_674505;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
26.04.2026;15:49:20;пв;55;Мужской;20260426_154742_674505;stage_event;method_a;method_a_stage;3;crash;8048;247.454;2.641;4.768;1;"axes=X,Y,Z; Scur=1.1318; Ssum=2.6413; lambda=2.0207"
26.04.2026;15:49:51;пв;55;Мужской;20260426_154742_674505;stage_report;method_a;method_a_stage;3;stage_end;40003;4.7699;0.304;3.1704;1;"axes=X,Y,Z; gamma=0.6960; h=0.3040; tr=3.1704"
26.04.2026;15:49:51;пв;55;Мужской;20260426_154742_674505;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260426_154742_674505.json
26.04.2026;15:49:53;пв;55;Мужской;20260426_154742_674505;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
26.04.2026;15:49:57;пв;55;Мужской;20260426_154742_674505;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
26.04.2026;19:56:25;sf;33;Мужской;20260426_195625_317003;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
26.04.2026;19:56:25;sf;33;Мужской;20260426_195625_317003;menu_event;test_menu;;;open_menu;;;;;;next=A
26.04.2026;19:56:30;sf;33;Мужской;20260426_195625_317003;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
26.04.2026;19:56:33;sf;33;Мужской;20260426_195625_317003;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
26.04.2026;19:56:33;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
26.04.2026;19:57:14;sf;33;Мужской;20260426_195625_317003;stage_report;method_a;method_a_stage;1;stage_end;40009;3.1909;0.2717;2.3238;0;"axes=X; gamma=0.7283; h=0.2717; tr=2.3238"
26.04.2026;19:57:14;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
26.04.2026;19:57:21;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;6479;-482.519;1.082;0.0;1;"axes=X,Y; Scur=1.2882; Ssum=1.0825; lambda=1.6499"
26.04.2026;19:57:22;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;7000;464.406;2.041;0.0;2;"axes=X,Y; Scur=1.0224; Ssum=2.0406; lambda=1.4142"
26.04.2026;19:57:25;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;9934;-456.335;3.473;0.0;3;"axes=X,Y; Scur=1.0044; Ssum=3.4730; lambda=1.4142"
26.04.2026;19:57:41;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;26537;-450.992;11.857;0.0;4;"axes=X,Y; Scur=1.0195; Ssum=11.8566; lambda=2.1213"
26.04.2026;19:57:42;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;26775;456.35;11.857;0.0;5;"axes=X,Y; Scur=1.0000; Ssum=11.8566; lambda=1.4142"
26.04.2026;19:57:45;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;30583;449.382;13.873;0.0;6;"axes=X,Y; Scur=1.0305; Ssum=13.8732; lambda=1.4142"
26.04.2026;19:57:46;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;31005;-456.53;14.588;0.0;7;"axes=X,Y; Scur=1.0087; Ssum=14.5884; lambda=1.4142"
26.04.2026;19:57:54;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;2;crash;38972;-465.818;16.671;0.0;8;"axes=X,Y; Scur=1.0013; Ssum=16.6715; lambda=1.6499"
26.04.2026;19:57:55;sf;33;Мужской;20260426_195625_317003;stage_report;method_a;method_a_stage;2;stage_end;40002;3.1051;0.5563;0.7164;8;"axes=X,Y; gamma=0.4437; h=0.5563; tr=0.7164"
26.04.2026;19:57:55;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
26.04.2026;19:58:27;sf;33;Мужской;20260426_195625_317003;stage_event;method_a;method_a_stage;3;crash;31195;-447.441;19.466;-15.597;1;"axes=X,Y,Z; Scur=1.0024; Ssum=19.4665; lambda=3.4641"
26.04.2026;19:58:36;sf;33;Мужской;20260426_195625_317003;stage_report;method_a;method_a_stage;3;stage_end;40005;4.7336;0.6515;1.5756;1;"axes=X,Y,Z; gamma=0.3485; h=0.6515; tr=1.5756"
26.04.2026;19:58:36;sf;33;Мужской;20260426_195625_317003;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260426_195625_317003.json
26.04.2026;19:58:37;sf;33;Мужской;20260426_195625_317003;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
26.04.2026;19:58:41;sf;33;Мужской;20260426_195625_317003;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
26.04.2026;20:06:52;ку;43;Мужской;20260426_200652_777499;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
26.04.2026;20:06:53;ку;43;Мужской;20260426_200652_777499;menu_event;test_menu;;;open_menu;;;;;;next=A
26.04.2026;20:06:54;ку;43;Мужской;20260426_200652_777499;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
26.04.2026;20:06:56;ку;43;Мужской;20260426_200652_777499;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
26.04.2026;20:06:56;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
26.04.2026;20:07:11;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;1;crash;13194;455.129;3.413;0.0;1;"axes=X; Scur=1.0000; Ssum=3.4132; lambda=1.3333"
26.04.2026;20:07:11;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;1;crash;14002;-469.309;5.039;0.0;2;"axes=X; Scur=1.0000; Ssum=5.0388; lambda=1.0000"
26.04.2026;20:07:27;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;1;crash;29286;466.938;7.258;0.0;3;"axes=X; Scur=1.0000; Ssum=7.2578; lambda=1.5000"
26.04.2026;20:07:35;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;1;crash;37784;445.689;13.767;0.0;4;"axes=X; Scur=1.0000; Ssum=13.7674; lambda=1.1667"
26.04.2026;20:07:37;ку;43;Мужской;20260426_200652_777499;stage_report;method_a;method_a_stage;1;stage_end;40015;2.2533;0.3458;0.9437;4;"axes=X; gamma=0.6542; h=0.3458; tr=0.9437"
26.04.2026;20:07:37;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
26.04.2026;20:07:51;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;crash;12798;472.856;3.798;0.0;1;"axes=X,Y; Scur=1.0000; Ssum=3.7980; lambda=1.8856"
26.04.2026;20:07:53;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;crash;14476;-103.802;5.547;0.0;2;"axes=X,Y; Scur=1.0032; Ssum=5.5470; lambda=1.4142"
26.04.2026;20:08:11;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;crash;33021;461.121;7.62;0.0;3;"axes=X,Y; Scur=1.0000; Ssum=7.6198; lambda=2.1213"
26.04.2026;20:08:14;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;crash;35268;451.225;8.798;0.0;4;"axes=X,Y; Scur=1.0037; Ssum=8.7979; lambda=1.4142"
26.04.2026;20:08:15;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;2;crash;37034;-448.372;11.014;0.0;5;"axes=X,Y; Scur=1.0338; Ssum=11.0138; lambda=1.4142"
26.04.2026;20:08:18;ку;43;Мужской;20260426_200652_777499;stage_report;method_a;method_a_stage;2;stage_end;40004;3.2582;0.3819;1.4097;5;"axes=X,Y; gamma=0.6181; h=0.3819; tr=1.4097"
26.04.2026;20:08:18;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
26.04.2026;20:08:33;ку;43;Мужской;20260426_200652_777499;stage_event;method_a;method_a_stage;3;crash;13139;72.162;11.315;-90.109;1;"axes=X,Y,Z; Scur=1.0002; Ssum=11.3145; lambda=2.3094"
26.04.2026;20:08:59;ку;43;Мужской;20260426_200652_777499;stage_report;method_a;method_a_stage;3;stage_end;40014;4.5016;0.4571;2.3338;1;"axes=X,Y,Z; gamma=0.5429; h=0.4571; tr=2.3338"
26.04.2026;20:08:59;ку;43;Мужской;20260426_200652_777499;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260426_200652_777499.json
26.04.2026;20:09:01;ку;43;Мужской;20260426_200652_777499;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
26.04.2026;20:09:05;ку;43;Мужской;20260426_200652_777499;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
